Lookup ID,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges
649,"",2,700,500,3/10/2015,500,3/10/2015,200,5/14/2015,0
71,"",2,600,500,10/23/2018,100,10/24/2017,500,10/23/2018,0
759,"",2,750,500,10/29/2014,500,10/29/2014,250,10/24/2019,0
762,"",2,200,100,12/27/2013,100,12/12/2012,100,12/27/2013,0
765,"",2,3150,3000,3/16/2010,3000,3/16/2010,150,10/24/2017,0
767,"",2,3500,3000,3/16/2010,3000,3/16/2010,500,5/6/2014,0
768,"",2,2000,1500,3/16/2010,1500,3/16/2010,500,6/27/2014,0
8-10000296,"",2,26,25,4/8/2020,1,5/17/2018,25,4/8/2020,0
8-10002427,"",2,7500,5000,9/15/2015,5000,9/15/2015,2500,5/3/2019,0
8-10003521,"",2,300,200,10/24/2017,100,10/25/2016,200,10/24/2017,0
8-10003687,8-10000128,2,640,500,12/21/2018,140,7/7/2015,500,12/21/2018,0
8-10003898,"",2,600,500,11/24/2015,100,5/20/2014,500,11/24/2015,500
8-10004150,"",2,400,300,7/9/2015,300,7/9/2015,100,12/29/2015,0
8-10004202,8-10000177,2,100,50,12/31/2018,50,12/31/2017,50,12/31/2018,0
8-10004547,8-10000224,2,290,150,10/20/2016,140,7/21/2015,150,10/20/2016,0
8-10005018,"",2,1500,1000,6/4/2015,1000,6/4/2015,500,12/14/2016,0
8-10005019,"",2,500,300,6/18/2015,300,6/18/2015,200,9/14/2018,0
8-10005503,8-10000394,2,600,300,12/20/2016,300,11/13/2015,300,12/20/2016,600
8-10005740,"",2,3000,2000,11/22/2016,1000,11/13/2015,2000,11/22/2016,3000
8-10005922,"",2,75,50,5/1/2018,50,5/1/2018,25,10/24/2019,0
8-10006167,"",2,600,500,10/28/2015,500,10/28/2015,100,9/17/2018,0
8-10006195,"",2,500,300,11/16/2015,200,11/12/2015,300,11/16/2015,300
8-10006201,"",2,600,500,11/13/2015,500,11/13/2015,100,9/18/2018,0
8-10006571,"",2,300,200,11/14/2015,200,11/14/2015,100,6/3/2016,0
8-10012407,8-10001725,2,550,300,4/27/2017,300,4/27/2017,250,10/23/2018,0
8-10012726,"",2,4000,2000,11/15/2018,2000,12/8/2017,2000,11/15/2018,0
8-10013560,"",2,40,20,4/27/2017,20,4/28/2016,20,4/27/2017,0
8-10013569,"",2,500,250,10/5/2016,250,10/5/2016,0,10/5/2016,250
8-10013574,"",2,5500,5000,5/3/2019,500,4/28/2016,5000,5/3/2019,0
8-10013590,8-10002586,2,400,250,4/28/2016,250,4/28/2016,150,11/21/2017,0
8-10013738,"",2,200,100,5/1/2018,100,4/28/2016,100,5/1/2018,0
8-10013797,"",2,500,250,4/27/2017,250,4/28/2016,250,4/27/2017,0
8-10013862,"",2,250,150,5/1/2018,100,4/28/2016,150,5/1/2018,0
8-10013940,"",2,200,100,4/27/2017,100,4/28/2016,100,4/27/2017,0
8-10013972,"",2,200,100,11/2/2016,100,5/11/2016,100,11/2/2016,200
8-10014592,"",2,100,50,6/4/2016,0,6/4/2016,50,6/4/2016,0
8-10015084,"",2,7,5,3/13/2017,5,3/13/2017,2,11/5/2017,0
8-10016984,"",2,200,100,1/24/2020,100,10/25/2019,100,7/24/2020,800
8-10017089,"",2,200,100,10/7/2018,100,10/7/2018,0,10/7/2018,100
8-10017278,"",2,100,50,10/24/2017,50,10/25/2016,50,10/24/2017,0
8-10017312,"",2,110,100,10/25/2016,10,10/25/2016,100,10/25/2016,0
8-10017455,"",2,200,100,12/1/2017,100,11/2/2016,100,12/1/2017,0
8-10017463,"",2,4000,2500,5/1/2018,2500,5/1/2018,0,7/2/2020,5000
8-10017526,"",2,2000,1000,5/28/2019,1000,5/1/2018,1000,4/17/2020,5000
8-10017534,"",2,175,100,10/24/2017,75,10/25/2016,100,10/24/2017,0
8-10017541,"",2,5000,4000,9/6/2017,1000,10/25/2016,4000,9/6/2017,5000
8-10017552,"",2,1000,500,11/3/2016,500,11/3/2016,0,11/3/2016,500
8-10017567,"",2,150,100,10/24/2017,50,10/25/2016,100,10/24/2017,0
8-10017680,"",2,100,50,12/9/2016,50,12/9/2016,0,12/9/2016,50
8-10018351,"",2,50,25,12/4/2017,25,11/22/2016,25,12/4/2017,0
8-10018424,"",2,200,100,12/18/2017,100,11/23/2016,100,12/18/2017,0
8-10018613,8-10002107,2,150,100,12/31/2018,50,12/29/2017,100,12/31/2018,0
8-10018757,"",2,500,250,12/3/2016,250,12/3/2016,0,12/3/2016,250
8-10020934,"",2,2000,1000,11/1/2017,0,10/31/2017,1000,11/1/2017,1000
8-10021802,"",2,100,50,4/15/2018,50,4/28/2017,50,4/15/2018,150
8-10021842,"",2,225,125,10/2/2018,100,4/27/2017,125,10/2/2018,0
8-10022026,"",2,5000,2500,12/11/2017,2500,7/26/2017,2500,12/11/2017,5000
8-10022163,"",2,200,100,5/1/2018,100,4/27/2017,100,5/1/2018,0
8-10022173,"",2,1000,500,4/15/2018,500,4/28/2017,500,4/15/2018,1000
8-10022829,"",2,1000,750,10/24/2017,750,10/24/2017,250,10/24/2019,0
8-10023293,"",2,400,200,10/2/2018,200,10/24/2017,200,10/2/2018,0
8-10023839,"",2,75,50,8/20/2019,25,7/18/2017,50,8/20/2019,0
8-10023867,"",2,55,30,8/20/2019,25,7/19/2017,30,8/20/2019,0
8-10025111,"",2,500,250,4/28/2018,250,8/30/2017,250,4/28/2018,0
8-10025701,"",2,750,500,10/24/2019,250,10/25/2017,500,10/24/2019,1000
8-10025942,"",2,200,100,10/7/2018,100,10/25/2017,100,10/7/2018,200
8-10025966,"",2,10000,5000,11/19/2019,5000,11/14/2018,5000,11/19/2019,25000
8-10026034,"",2,600,500,10/25/2017,500,10/25/2017,100,9/13/2018,0
8-10026040,"",2,500,250,9/26/2018,250,10/25/2017,250,9/26/2018,750
8-10026072,"",2,550,500,10/16/2017,500,10/16/2017,50,12/28/2018,0
8-10026093,"",2,500,250,10/23/2018,250,10/25/2017,250,10/23/2018,0
8-10026125,"",2,10000,0,12/10/2019,0,12/13/2018,0,12/10/2019,0
8-10026148,"",2,150,100,10/24/2019,50,10/24/2017,100,10/24/2019,0
8-10026162,"",2,350,300,10/24/2017,300,10/24/2017,50,12/23/2018,0
8-10027158,"",2,350,250,10/25/2018,100,11/28/2017,250,10/25/2018,250
8-10027293,"",2,300,200,10/24/2019,100,5/1/2018,200,10/24/2019,0
8-10027733,"",2,100,50,12/26/2018,50,12/27/2017,50,12/26/2018,0
8-10027973,"",2,150,100,12/31/2017,100,12/31/2017,50,5/1/2018,0
8-10030822,"",2,75,50,10/24/2019,25,5/1/2018,50,10/24/2019,0
8-10031197,"",2,200,100,12/24/2019,100,10/23/2018,100,10/15/2020,500
8-10031201,"",2,1750,1000,12/28/2018,1000,12/28/2018,750,1/22/2020,5000
8-10031325,"",2,2000,1000,5/15/2019,1000,5/1/2018,1000,5/15/2020,5000
8-10032539,"",2,2000,1000,12/16/2019,1000,10/26/2018,1000,12/16/2019,5000
8-10032807,"",2,200,125,6/4/2019,75,5/31/2018,125,6/4/2019,0
8-10032941,8-10003378,2,100,50,10/25/2019,50,10/23/2018,50,10/25/2019,0
8-10033583,"",2,12,8,7/2/2018,8,7/2/2018,4,7/2/2018,0
8-10033823,"",2,2,1,8/24/2018,1,7/11/2018,1,8/24/2018,0
8-10035752,"",2,600,500,12/30/2019,100,12/30/2018,500,12/30/2019,0
8-10036516,"",2,200,100,1/8/2020,100,12/31/2018,100,1/8/2020,200
8-10036632,"",2,400,200,11/20/2019,200,10/23/2018,200,11/20/2019,1000
8-10036636,"",2,200,100,10/15/2019,100,10/23/2018,100,10/15/2020,300
8-10036731,"",2,2000,1000,3/4/2020,1000,2/5/2019,1000,3/4/2020,5000
8-10036744,"",2,300,150,10/24/2019,150,10/23/2018,150,10/24/2019,0
8-10036770,"",2,150,100,10/25/2019,50,10/23/2018,100,10/25/2019,500
8-10036778,"",2,2000,1000,12/19/2019,1000,10/23/2018,1000,10/15/2020,5000
8-10036879,"",2,200,100,10/15/2019,100,10/23/2018,100,10/15/2020,500
8-10039499,"",2,150,100,3/27/2020,50,12/24/2018,100,3/27/2020,0
8-10039523,"",2,350,250,12/21/2019,100,12/26/2018,250,12/21/2019,0
8-10040198,"",2,2000,1000,2/5/2020,1000,1/3/2019,1000,2/5/2020,0
8-10044249,"",2,25,15,10/25/2016,15,10/25/2016,10,10/24/2019,0
8-10046893,"",2,2000,1000,4/6/2020,1000,10/28/2019,1000,4/6/2020,5000
8-10047130,"",2,2000,1000,4/3/2020,1000,10/24/2019,1000,4/3/2020,5000
8-10047306,"",2,1250,1000,1/6/2020,250,10/25/2019,1000,1/6/2020,1250
8-10047676,"",2,50,25,1/24/2020,25,10/25/2019,25,7/24/2020,500
8-10049321,"",2,400,200,12/18/2019,200,12/17/2019,200,12/18/2019,0
8-10050230,"",2,400,200,1/6/2020,200,1/6/2020,0,1/6/2020,200
8-10051732,"",2,615,355,2/24/2020,355,2/24/2020,260,2/26/2020,0
813,"",2,125,75,12/16/2015,75,12/16/2015,50,10/24/2017,0
907,"",2,150,100,5/21/2015,50,5/7/2013,100,5/21/2015,50
92,"",2,1000,800,4/30/2014,800,4/30/2014,200,7/1/2015,1000
95,"",2,500,250,11/16/2015,250,5/24/2011,250,11/16/2015,0
97,"",2,2000,1000,5/23/2012,1000,5/24/2011,1000,5/23/2012,0
975,"",2,70,50,11/22/2016,20,9/29/2014,50,11/22/2016,0
1039,"",1,100,100,12/30/2016,100,12/30/2016,100,12/30/2016,0
104,"",1,104,104,5/24/2011,104,5/24/2011,104,5/24/2011,0
1040,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
1042,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,200
1043,"",1,800,800,5/7/2013,800,5/7/2013,800,5/7/2013,0
1045,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,0
105,"",1,100,100,5/24/2011,100,5/24/2011,100,5/24/2011,0
1052,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1074,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
1088,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
1089,"",1,150,150,11/12/2015,150,11/12/2015,150,11/12/2015,0
1094,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1096,"",1,100,100,1/13/2016,100,1/13/2016,100,1/13/2016,100
1098,"",1,100,100,7/8/2013,100,7/8/2013,100,7/8/2013,0
11,"",1,100,100,5/24/2011,100,5/24/2011,100,5/24/2011,0
1115,"",1,10,10,4/15/2013,10,4/15/2013,10,4/15/2013,0
1119,"",1,500,500,11/13/2015,500,11/13/2015,500,11/13/2015,0
1121,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
1127,"",1,200,200,5/1/2018,200,5/1/2018,200,5/1/2018,0
1128,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1129,8-10000029,1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1131,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1133,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
1135,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1136,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,100
1139,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
114,"",1,20,20,6/17/2011,20,6/17/2011,20,6/17/2011,0
1141,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,25
1143,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,100
1147,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1148,"",1,250,250,5/7/2013,250,5/7/2013,250,5/7/2013,0
1149,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1150,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1151,"",1,500,500,5/7/2018,500,5/7/2018,500,5/7/2018,0
1154,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1155,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1159,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1161,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1162,"",1,200,200,10/14/2014,200,10/14/2014,200,10/14/2014,200
1165,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1166,"",1,1000,1000,10/24/2019,1000,10/24/2019,1000,10/24/2019,0
1171,"",1,10,10,5/7/2013,10,5/7/2013,10,5/7/2013,0
1177,"",1,250,250,5/7/2013,250,5/7/2013,250,5/7/2013,0
1178,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,100
1181,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
1183,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1184,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1185,"",1,300,300,5/7/2013,300,5/7/2013,300,5/7/2013,0
1186,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1189,"",1,5000,5000,5/7/2013,5000,5/7/2013,5000,5/7/2013,0
1192,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1197,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,100
1198,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,100
12,"",1,200,200,5/24/2011,200,5/24/2011,200,5/24/2011,0
1203,"",1,150,150,5/7/2013,150,5/7/2013,150,5/7/2013,0
1205,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1207,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1208,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1209,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1213,"",1,250,250,5/7/2013,250,5/7/2013,250,5/7/2013,0
1214,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1220,"",1,200,200,8/25/2013,200,8/25/2013,200,8/25/2013,0
1222,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1224,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,0
1228,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
123,"",1,250,250,5/24/2011,250,5/24/2011,250,5/24/2011,0
1230,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1233,"",1,1000,1000,10/24/2019,1000,10/24/2019,1000,10/24/2019,0
1241,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
1244,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,0
1249,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,500
1250,"",1,1000,1000,5/7/2013,1000,5/7/2013,1000,5/7/2013,1000
1252,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,0
1256,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1259,"",1,1000,1000,5/7/2013,1000,5/7/2013,1000,5/7/2013,0
1261,"",1,250,250,5/7/2013,250,5/7/2013,250,5/7/2013,0
1262,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,0
1264,"",1,250,250,5/7/2013,250,5/7/2013,250,5/7/2013,250
1268,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
127,"",1,100,100,4/28/2015,100,4/28/2015,100,4/28/2015,0
128,"",1,1000,1000,5/23/2012,1000,5/23/2012,1000,5/23/2012,0
1282,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,0
1285,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,25
1287,8-10001848,1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1289,"",1,1500,1500,5/6/2014,1500,5/6/2014,1500,5/6/2014,1500
1292,"",1,50,50,5/7/2013,50,5/7/2013,50,5/7/2013,0
1294,"",1,30,30,5/7/2013,30,5/7/2013,30,5/7/2013,0
1295,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1296,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1297,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,0
1306,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,100
1309,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,200
1312,"",1,1000,1000,5/7/2013,1000,5/7/2013,1000,5/7/2013,1000
1313,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,0
1314,"",1,250,250,5/7/2013,250,5/7/2013,250,5/7/2013,0
1315,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1318,"",1,500,500,5/7/2013,500,5/7/2013,500,5/7/2013,500
1325,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1331,8-10000156,1,5000,5000,11/12/2014,5000,11/12/2014,5000,11/12/2014,0
1333,"",1,25,25,5/7/2013,25,5/7/2013,25,5/7/2013,25
134,"",1,400,400,3/10/2015,400,3/10/2015,400,3/10/2015,0
1351,"",1,150,150,5/7/2013,150,5/7/2013,150,5/7/2013,0
1353,"",1,20,20,5/7/2013,20,5/7/2013,20,5/7/2013,0
1354,"",1,200,200,5/7/2013,200,5/7/2013,200,5/7/2013,0
1355,"",1,150,150,5/19/2015,150,5/19/2015,150,5/19/2015,150
1358,"",1,100,100,5/7/2013,100,5/7/2013,100,5/7/2013,0
1372,"",1,30,30,5/6/2014,30,5/6/2014,30,5/6/2014,0
1375,"",1,12,12,6/6/2013,12,6/6/2013,12,6/6/2013,0
1376,"",1,12,12,6/6/2013,12,6/6/2013,12,6/6/2013,0
1377,"",1,500,500,10/25/2016,500,10/25/2016,500,10/25/2016,0
1387,"",1,50,50,5/30/2013,50,5/30/2013,50,5/30/2013,0
1435,"",1,48,48,6/7/2013,48,6/7/2013,48,6/7/2013,0
1437,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1449,"",1,50,50,6/29/2013,50,6/29/2013,50,6/29/2013,0
1457,"",1,250,250,9/30/2013,250,9/30/2013,250,9/30/2013,0
1458,"",1,50,50,9/30/2013,50,9/30/2013,50,9/30/2013,0
1459,"",1,100,100,10/2/2013,100,10/2/2013,100,10/2/2013,0
1460,"",1,250,250,9/30/2013,250,9/30/2013,250,9/30/2013,0
1461,"",1,250,250,9/30/2013,250,9/30/2013,250,9/30/2013,0
1462,"",1,250,250,9/30/2013,250,9/30/2013,250,9/30/2013,0
1473,"",1,35,35,9/23/2014,35,9/23/2014,35,9/23/2014,0
148,"",1,100,100,5/23/2012,100,5/23/2012,100,5/23/2012,100
15,"",1,500,500,5/24/2011,500,5/24/2011,500,5/24/2011,0
1515,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1527,"",1,50,50,3/28/2014,50,3/28/2014,50,3/28/2014,0
153,"",1,150,150,5/23/2012,150,5/23/2012,150,5/23/2012,0
155,"",1,101,101,5/23/2012,101,5/23/2012,101,5/23/2012,0
1595,"",1,50,50,1/21/2014,50,1/21/2014,50,1/21/2014,0
16,"",1,100,100,5/24/2011,100,5/24/2011,100,5/24/2011,0
1605,"",1,100,100,10/25/2017,100,10/25/2017,100,10/25/2017,0
1609,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,200
161,"",1,3000,3000,3/16/2010,3000,3/16/2010,3000,3/16/2010,0
1619,"",1,100,100,10/25/2016,100,10/25/2016,100,10/25/2016,0
1637,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,250
1654,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,250
1670,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1685,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1689,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
17,"",1,200,200,5/24/2011,200,5/24/2011,200,5/24/2011,0
1705,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
1714,"",1,5000,5000,10/30/2014,5000,10/30/2014,5000,10/30/2014,0
1742,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
175,"",1,1000,1000,10/25/2017,1000,10/25/2017,1000,10/25/2017,1000
177,"",1,100,100,5/23/2012,100,5/23/2012,100,5/23/2012,0
1777,"",1,80,80,8/27/2014,80,8/27/2014,80,8/27/2014,0
1793,"",1,500,500,10/30/2015,500,10/30/2015,500,10/30/2015,0
18,"",1,200,200,10/14/2014,200,10/14/2014,200,10/14/2014,200
1818,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1822,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1830,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1835,"",1,300,300,9/2/2014,300,9/2/2014,300,9/2/2014,0
1839,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1841,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1843,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,100
1845,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1850,"",1,25,25,5/6/2014,25,5/6/2014,25,5/6/2014,0
1851,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1853,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,0
1854,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1865,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
1866,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1867,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1872,"",1,287.4,287.4,7/30/2015,287.4,7/30/2015,287.4,7/30/2015,0
1874,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1876,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1880,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
1881,"",1,300,300,5/6/2014,300,5/6/2014,300,5/6/2014,300
1882,"",1,100,100,6/8/2016,100,6/8/2016,100,6/8/2016,0
1883,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1885,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1886,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1888,"",1,25,25,5/6/2014,25,5/6/2014,25,5/6/2014,0
1890,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
1891,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1892,"",1,100,100,4/14/2014,100,4/14/2014,100,4/14/2014,0
1893,"",1,50,50,4/14/2014,50,4/14/2014,50,4/14/2014,0
1895,"",1,50,50,5/20/2014,50,5/20/2014,50,5/20/2014,0
1897,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1898,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
19,"",1,200,200,5/24/2011,200,5/24/2011,200,5/24/2011,0
1900,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1901,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1905,"",1,1000,1000,5/6/2014,1000,5/6/2014,1000,5/6/2014,0
1911,"",1,1000,1000,5/6/2014,1000,5/6/2014,1000,5/6/2014,0
1913,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,0
1915,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,500
1917,"",1,300,300,5/6/2014,300,5/6/2014,300,5/6/2014,0
1919,"",1,75,75,5/6/2014,75,5/6/2014,75,5/6/2014,0
1924,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1928,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1931,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1932,"",1,25,25,5/6/2014,25,5/6/2014,25,5/6/2014,0
1935,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1938,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1939,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
1945,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1947,8-10002686,1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,0
1948,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1949,"",1,20,20,5/6/2014,20,5/6/2014,20,5/6/2014,0
195,"",1,50,50,5/23/2012,50,5/23/2012,50,5/23/2012,0
1950,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1954,"",1,1000,1000,5/6/2014,1000,5/6/2014,1000,5/6/2014,0
1955,"",1,2000,2000,6/16/2016,2000,6/16/2016,2000,6/16/2016,0
1957,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1958,"",1,25,25,5/6/2014,25,5/6/2014,25,5/6/2014,0
1959,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1960,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1963,"",1,1000,1000,5/6/2014,1000,5/6/2014,1000,5/6/2014,1000
1964,"",1,150,150,5/6/2014,150,5/6/2014,150,5/6/2014,0
1966,"",1,100,100,10/25/2016,100,10/25/2016,100,10/25/2016,0
1976,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1979,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,100
1981,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,200
1982,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
1984,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
1991,"",1,250,250,4/28/2016,250,4/28/2016,250,4/28/2016,0
1993,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
1995,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,0
1997,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
200,"",1,100,100,5/28/2012,100,5/28/2012,100,5/28/2012,0
2000,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
2005,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
2006,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,250
2007,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
2008,"",1,250,250,5/6/2014,250,5/6/2014,250,5/6/2014,250
2009,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,500
201,"",1,500,500,10/29/2017,500,10/29/2017,500,10/29/2017,0
2022,"",1,20,20,5/6/2014,20,5/6/2014,20,5/6/2014,0
2024,"",1,100,100,5/16/2014,100,5/16/2014,100,5/16/2014,100
2025,"",1,100,100,5/6/2014,100,5/6/2014,100,5/6/2014,0
2026,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
2028,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
2029,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
2031,"",1,60,60,5/6/2014,60,5/6/2014,60,5/6/2014,0
2033,"",1,500,500,5/6/2014,500,5/6/2014,500,5/6/2014,0
2034,"",1,50,50,5/6/2014,50,5/6/2014,50,5/6/2014,0
2035,"",1,200,200,5/6/2014,200,5/6/2014,200,5/6/2014,0
2051,"",1,100,100,10/25/2016,100,10/25/2016,100,10/25/2016,0
2067,"",1,50,50,6/10/2014,50,6/10/2014,50,6/10/2014,0
